timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size
2026-07-19T13:01:32,gsea_dashboard,run_0025,1564.79,0.0043690762,2.792117e-06,34.83,3.39,4.92,0.01513934,0.00147351,0.00213855,0.0187514,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-19T16:31:32,gsea_dashboard,run_0026,2411.66,0.0040208251,1.667244e-06,18.18,1.98,5.6,0.01217888,0.00132641,0.00375147,0.01725676,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-19T20:01:32,gsea_dashboard,run_0027,57.44,0.0001486307,2.587582e-06,36.1,1.06,2.82,0.000576,1.691e-05,4.499e-05,0.0006379,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-19T23:31:32,gsea_dashboard,run_0028,942.2,0.0027130567,2.879491e-06,37.97,0.04,6.48,0.00993759,1.047e-05,0.00169596,0.01164402,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T03:01:32,gsea_dashboard,run_0029,657.23,0.0021323974,3.244522e-06,41.61,3.52,5.0,0.00759648,0.00064262,0.00091282,0.00915192,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T06:31:32,gsea_dashboard,run_0030,3005.07,0.0153573119,5.110467e-06,71.43,0.36,7.17,0.0596256,0.00030051,0.0059851,0.06591121,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T10:01:32,gsea_dashboard,run_0031,181.02,0.0003291032,1.818049e-06,16.31,4.61,7.17,0.00082012,0.00023181,0.00036053,0.00141246,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T13:31:32,gsea_dashboard,run_0032,2085.46,0.0085304609,4.090446e-06,55.14,3.55,4.51,0.0319423,0.0020565,0.00261262,0.03661142,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T17:01:32,gsea_dashboard,run_0033,441.17,0.0007106989,1.610941e-06,16.46,1.62,6.81,0.00201713,0.00019853,0.00083455,0.00305021,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-20T20:31:32,gsea_dashboard,run_0034,2236.71,0.0116347502,5.201725e-06,73.24,4.6,2.53,0.04550462,0.00285802,0.00157191,0.04993455,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T00:01:32,gsea_dashboard,run_0035,3044.81,0.0079043503,2.596008e-06,32.03,2.94,5.14,0.02709035,0.00248659,0.00434731,0.03392425,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T03:31:32,gsea_dashboard,run_0036,1442.89,0.0039614777,2.745516e-06,36.72,1.7,4.0,0.01471748,0.00068136,0.00160321,0.01700205,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T07:01:32,gsea_dashboard,run_0037,630.23,0.0022989178,3.647744e-06,50.73,0.57,5.06,0.00888099,9.979e-05,0.00088582,0.0098666,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T10:31:32,gsea_dashboard,run_0038,3264.14,0.0105652336,3.236759e-06,39.46,3.64,6.91,0.0357786,0.00330041,0.00626534,0.04534435,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T14:01:32,gsea_dashboard,run_0039,2939.68,0.0067448094,2.294403e-06,31.54,0.73,3.18,0.02575486,0.0005961,0.00259672,0.02894768,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T17:31:32,gsea_dashboard,run_0040,2180.56,0.0105227041,4.825689e-06,68.22,3.28,3.06,0.04132161,0.00198673,0.00185348,0.04516182,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-21T21:01:32,gsea_dashboard,run_0041,2789.07,0.0108164495,3.878156e-06,49.59,3.77,6.56,0.03841944,0.00292078,0.00508231,0.04642253,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T00:31:32,gsea_dashboard,run_0042,1632.59,0.0093323187,5.716266e-06,79.69,2.82,5.81,0.03613919,0.00127886,0.00263482,0.04005287,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T04:01:32,gsea_dashboard,run_0043,2259.54,0.01192607,5.278096e-06,75.5,3.14,2.91,0.04738757,0.00197082,0.00182646,0.05118485,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T07:31:32,gsea_dashboard,run_0044,273.78,0.0009056524,3.307957e-06,45.95,1.51,3.65,0.0034945,0.00011484,0.00027758,0.00388692,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T11:01:32,gsea_dashboard,run_0045,230.53,0.0008470319,3.674281e-06,50.51,1.55,4.71,0.00323446,9.926e-05,0.00030161,0.00363533,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T14:31:32,gsea_dashboard,run_0046,233.1,0.001218858,5.228906e-06,73.22,0.38,7.19,0.00474099,2.461e-05,0.00046555,0.00523115,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T18:01:32,gsea_dashboard,run_0047,3083.4,0.0130455302,4.230891e-06,58.05,2.54,4.78,0.04971982,0.00217551,0.00409407,0.0559894,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-22T21:31:32,gsea_dashboard,run_0048,2008.91,0.0103509807,5.152536e-06,70.43,4.48,4.7,0.03930209,0.00249998,0.00262274,0.04442481,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
2026-07-23T01:01:32,gsea_dashboard,run_0049,2921.04,0.0126837791,4.342213e-06,60.63,1.61,4.85,0.04919518,0.00130635,0.00393529,0.05443682,United Kingdom,GBR,england,gcp,europe-west2,Linux-5.15,3.12.0,4,Intel Xeon E5-2670,0,,8.0
