timestamp,cpu_percent,memory_mb,network_io_kb,energy_kwh,container_name,deployment_env
2026-08-25T04:39:54.772805,35.12,2571.0161,285.84,0.00190233,api-server,cloud
2026-08-25T04:44:54.772805,30.5291,2568.5479,257.47,0.00165366,web-frontend,cloud
2026-08-25T04:49:54.772805,39.307,2509.0204,340.25,0.00212913,web-frontend,cloud
2026-08-25T04:54:54.772805,25.1557,2591.6273,276.35,0.0013626,api-server,cloud
2026-08-25T04:59:54.772805,22.5473,2552.8362,195.25,0.00122131,ml-inference,cloud
2026-08-25T05:04:54.772805,28.5739,2482.1529,235.24,0.00154775,api-server,cloud
2026-08-25T05:09:54.772805,29.7981,2650.7225,240.5,0.00161406,ml-inference,cloud
2026-08-25T05:14:54.772805,24.8037,2583.4916,202.75,0.00134353,api-server,cloud
2026-08-25T05:19:54.772805,24.8596,2516.489,204.04,0.00134656,ml-inference,cloud
2026-08-25T05:24:54.772805,26.0277,2480.2791,212.18,0.00140983,api-server,cloud
2026-08-25T05:29:54.772805,18.8279,2464.1631,150.91,0.00101984,web-frontend,cloud
2026-08-25T05:34:54.772805,12.4743,2585.9791,115.07,0.00067569,ml-inference,cloud
2026-08-25T05:39:54.772805,15.085,2490.1691,127.09,0.0008171,api-server,cloud
2026-08-25T05:44:54.772805,20.1609,2520.8091,234.51,0.00109205,api-server,cloud
2026-08-25T05:49:54.772805,9.8035,2470.9863,94.55,0.00053102,web-frontend,cloud
2026-08-25T05:54:54.772805,15.0371,2513.1626,144.2,0.00081451,ml-inference,cloud
2026-08-25T05:59:54.772805,15.3397,2456.7548,125.42,0.0008309,ml-inference,cloud
2026-08-25T06:04:54.772805,12.5895,2503.0836,141.29,0.00068193,ml-inference,cloud
2026-08-25T06:09:54.772805,16.3749,2432.0559,144.5,0.00088697,web-frontend,cloud
2026-08-25T06:14:54.772805,15.537,2486.0356,165.52,0.00084159,ml-inference,cloud
2026-08-25T06:19:54.772805,22.3392,2464.723,195.78,0.00121004,ml-inference,cloud
2026-08-25T06:24:54.772805,15.4799,2402.5756,136.51,0.00083849,api-server,cloud
2026-08-25T06:29:54.772805,10.6159,2342.9735,96.54,0.00057503,api-server,cloud
2026-08-25T06:34:54.772805,10.9667,2325.4174,91.81,0.00059403,web-frontend,cloud
2026-08-25T06:39:54.772805,10.154,2325.4022,82.29,0.00055001,ml-inference,cloud
2026-08-25T06:44:54.772805,17.6609,2296.6786,197.91,0.00095663,api-server,cloud
2026-08-25T06:49:54.772805,12.0594,2401.6396,109.47,0.00065322,web-frontend,cloud
2026-08-25T06:54:54.772805,14.622,2329.4694,151.51,0.00079202,ml-inference,cloud
2026-08-25T06:59:54.772805,18.5754,2418.8572,158.84,0.00100617,web-frontend,cloud
2026-08-25T07:04:54.772805,13.4555,2449.8771,109.18,0.00072884,ml-inference,cloud
2026-08-25T07:09:54.772805,16.0386,2290.9054,148.16,0.00086876,api-server,cloud
2026-08-25T07:14:54.772805,10.801,2175.3787,87.51,0.00058505,ml-inference,cloud
2026-08-25T07:19:54.772805,14.8741,2234.893,122.22,0.00080568,ml-inference,cloud
2026-08-25T07:24:54.772805,18.0514,2239.1116,160.96,0.00097778,ml-inference,cloud
2026-08-25T07:29:54.772805,23.1794,2133.0917,192.68,0.00125555,ml-inference,cloud
2026-08-25T07:34:54.772805,27.5549,2196.5454,322.49,0.00149256,web-frontend,cloud
2026-08-25T07:39:54.772805,24.0369,2214.9903,194.82,0.001302,ml-inference,cloud
2026-08-25T07:44:54.772805,26.5455,2151.112,241.28,0.00143788,web-frontend,cloud
2026-08-25T07:49:54.772805,27.6147,2115.0838,239.56,0.0014958,ml-inference,cloud
2026-08-25T07:54:54.772805,32.7719,2099.3258,293.46,0.00177514,ml-inference,cloud
2026-08-25T07:59:54.772805,33.5374,2245.7502,273.41,0.00181661,web-frontend,cloud
2026-08-25T08:04:54.772805,32.6243,2104.6121,275.78,0.00176715,api-server,cloud
2026-08-25T08:09:54.772805,29.079,2045.0692,244.61,0.00157511,api-server,cloud
2026-08-25T08:14:54.772805,38.3504,2057.6209,318.5,0.00207731,web-frontend,cloud
2026-08-25T08:19:54.772805,37.8891,2125.8302,342.46,0.00205233,ml-inference,cloud
2026-08-25T08:24:54.772805,42.9078,2004.18,435.43,0.00232417,api-server,cloud
2026-08-25T08:29:54.772805,39.5155,2062.0861,323.41,0.00214042,ml-inference,cloud
2026-08-25T08:34:54.772805,49.0756,2061.0982,412.01,0.00265826,web-frontend,cloud
2026-08-25T08:39:54.772805,41.4418,2045.7588,350.35,0.00224476,web-frontend,cloud
2026-08-25T08:44:54.772805,50.8427,2070.751,433.69,0.00275398,api-server,cloud
2026-08-25T08:49:54.772805,46.4965,1929.3667,430.95,0.00251856,api-server,cloud
2026-08-25T08:54:54.772805,45.502,2020.6087,368.67,0.00246469,ml-inference,cloud
2026-08-25T08:59:54.772805,44.5434,1880.9943,361.09,0.00241277,api-server,cloud
2026-08-25T09:04:54.772805,49.8959,1890.1061,420.77,0.00270269,web-frontend,cloud
2026-08-25T09:09:54.772805,57.5825,1975.9238,464.08,0.00311905,web-frontend,cloud
2026-08-25T09:14:54.772805,56.4845,1936.055,455.69,0.00305958,web-frontend,cloud
2026-08-25T09:19:54.772805,57.2392,1867.7822,459.47,0.00310046,ml-inference,cloud
2026-08-25T09:24:54.772805,46.1742,1775.8156,369.45,0.0025011,api-server,cloud
2026-08-25T09:29:54.772805,59.6399,1872.6402,489.09,0.00323049,ml-inference,cloud
2026-08-25T09:34:54.772805,60.0572,1781.2043,498.48,0.0032531,ml-inference,cloud
2026-08-25T09:39:54.772805,56.587,1747.5162,459.58,0.00306513,api-server,cloud
2026-08-25T09:44:54.772805,57.1411,1750.5194,462.39,0.00309514,web-frontend,cloud
2026-08-25T09:49:54.772805,60.4126,1793.4049,507.85,0.00327235,api-server,cloud
2026-08-25T09:54:54.772805,67.9965,1627.802,568.25,0.00368314,api-server,cloud
2026-08-25T09:59:54.772805,57.4529,1772.8603,471.73,0.00311203,api-server,cloud
2026-08-25T10:04:54.772805,60.4369,1747.4444,506.75,0.00327367,ml-inference,cloud
2026-08-25T10:09:54.772805,67.9668,1685.7809,595.25,0.00368154,api-server,cloud
2026-08-25T10:14:54.772805,61.0015,1776.7783,519.02,0.00330425,web-frontend,cloud
2026-08-25T10:19:54.772805,61.4895,1737.1329,511.54,0.00333068,api-server,cloud
2026-08-25T10:24:54.772805,63.3911,1647.1591,528.77,0.00343368,web-frontend,cloud
2026-08-25T10:29:54.772805,57.9813,1631.4285,518.11,0.00314065,web-frontend,cloud
2026-08-25T10:34:54.772805,63.6659,1707.5477,520.4,0.00344857,web-frontend,cloud
2026-08-25T10:39:54.772805,57.6812,1555.1899,477.18,0.0031244,ml-inference,cloud
2026-08-25T10:44:54.772805,65.6889,1620.5153,546.37,0.00355815,ml-inference,cloud
2026-08-25T10:49:54.772805,61.686,1591.4355,541.3,0.00334133,ml-inference,cloud
2026-08-25T10:54:54.772805,70.2307,1626.7597,596.89,0.00380416,api-server,cloud
2026-08-25T10:59:54.772805,61.5452,1626.7206,493.84,0.0033337,ml-inference,cloud
2026-08-25T11:04:54.772805,65.1134,1606.9494,524.54,0.00352698,api-server,cloud
2026-08-25T11:09:54.772805,53.5737,1669.0866,435.94,0.00290191,web-frontend,cloud
2026-08-25T11:14:54.772805,57.3453,1603.3972,486.41,0.0031062,api-server,cloud
2026-08-25T11:19:54.772805,58.0886,1561.4782,481.55,0.00314647,web-frontend,cloud
2026-08-25T11:24:54.772805,62.6606,1497.479,508.1,0.00339412,api-server,cloud
2026-08-25T11:29:54.772805,47.76,1615.0146,384.74,0.002587,ml-inference,cloud
2026-08-25T11:34:54.772805,57.1815,1596.9732,480.79,0.00309733,web-frontend,cloud
2026-08-25T11:39:54.772805,54.2547,1650.8984,458.1,0.0029388,api-server,cloud
2026-08-25T11:44:54.772805,56.6342,1505.6089,510.25,0.00306769,api-server,cloud
2026-08-25T11:49:54.772805,51.9068,1551.0657,429.14,0.00281162,ml-inference,cloud
2026-08-25T11:54:54.772805,47.7754,1542.0816,395.82,0.00258783,ml-inference,cloud
2026-08-25T11:59:54.772805,43.9494,1537.2315,353.27,0.00238059,ml-inference,cloud
2026-08-25T12:04:54.772805,39.4778,1541.0452,316.64,0.00213838,api-server,cloud
2026-08-25T12:09:54.772805,43.6589,1428.7349,360.58,0.00236486,ml-inference,cloud
2026-08-25T12:14:54.772805,40.4964,1589.8953,331.75,0.00219355,api-server,cloud
2026-08-25T12:19:54.772805,47.7161,1578.0793,387.49,0.00258462,ml-inference,cloud
2026-08-25T12:24:54.772805,35.5559,1608.3503,286.36,0.00192594,api-server,cloud
2026-08-25T12:29:54.772805,37.6465,1680.2469,366.53,0.00203919,web-frontend,cloud
2026-08-25T12:34:54.772805,28.4608,1516.6823,263.84,0.00154163,ml-inference,cloud
2026-08-25T12:39:54.772805,31.5409,1536.1523,269.45,0.00170847,web-frontend,cloud
2026-08-25T12:44:54.772805,32.5741,1541.0064,320.82,0.00176443,api-server,cloud
2026-08-25T12:49:54.772805,33.2599,1667.1385,421.23,0.00180158,web-frontend,cloud
2026-08-25T12:54:54.772805,34.2253,1435.0399,296.11,0.00185387,ml-inference,cloud
2026-08-25T12:59:54.772805,26.7662,1580.4641,220.41,0.00144984,ml-inference,cloud
2026-08-25T13:04:54.772805,21.031,1459.3128,169.07,0.00113918,api-server,cloud
2026-08-25T13:09:54.772805,25.9421,1392.826,235.77,0.0014052,ml-inference,cloud
2026-08-25T13:14:54.772805,24.8489,1433.8385,211.51,0.00134598,web-frontend,cloud
2026-08-25T13:19:54.772805,23.483,1480.383,208.95,0.001272,ml-inference,cloud
2026-08-25T13:24:54.772805,17.5212,1643.3913,189.73,0.00094907,web-frontend,cloud
2026-08-25T13:29:54.772805,23.7375,1526.0627,193.91,0.00128578,ml-inference,cloud
2026-08-25T13:34:54.772805,18.5178,1574.2439,165.75,0.00100305,api-server,cloud
2026-08-25T13:39:54.772805,20.0126,1521.9915,180.25,0.00108402,ml-inference,cloud
2026-08-25T13:44:54.772805,21.4457,1643.6958,185.1,0.00116164,api-server,cloud
2026-08-25T13:49:54.772805,18.0153,1542.6829,146.04,0.00097583,ml-inference,cloud
2026-08-25T13:54:54.772805,16.0491,1706.6173,136.95,0.00086933,api-server,cloud
2026-08-25T13:59:54.772805,22.9379,1568.2638,191.61,0.00124247,web-frontend,cloud
2026-08-25T14:04:54.772805,14.8267,1592.8541,140.79,0.00080311,web-frontend,cloud
2026-08-25T14:09:54.772805,12.2965,1660.0741,137.37,0.00066606,web-frontend,cloud
2026-08-25T14:14:54.772805,13.6617,1664.6395,117.3,0.00074001,web-frontend,cloud
2026-08-25T14:19:54.772805,18.9846,1765.4898,175.54,0.00102833,api-server,cloud
2026-08-25T14:24:54.772805,13.4748,1693.6674,114.6,0.00072988,api-server,cloud
2026-08-25T14:29:54.772805,15.131,1620.6993,179.13,0.0008196,web-frontend,cloud
2026-08-25T14:34:54.772805,17.9968,1674.5535,177.57,0.00097483,web-frontend,cloud
2026-08-25T14:39:54.772805,11.4289,1686.5325,107.41,0.00061907,web-frontend,cloud
2026-08-25T14:44:54.772805,6.9456,1782.7169,67.7,0.00037622,ml-inference,cloud
2026-08-25T14:49:54.772805,15.5244,1774.3342,131.75,0.0008409,web-frontend,cloud
2026-08-25T14:54:54.772805,15.822,1755.907,134.39,0.00085702,api-server,cloud
2026-08-25T14:59:54.772805,13.1461,1833.2841,175.42,0.00071208,api-server,cloud
2026-08-25T15:04:54.772805,19.8337,1758.1762,169.03,0.00107433,api-server,cloud
2026-08-25T15:09:54.772805,19.6435,1797.9259,171.6,0.00106402,ml-inference,cloud
2026-08-25T15:14:54.772805,14.1862,1833.1169,202.15,0.00076842,ml-inference,cloud
2026-08-25T15:19:54.772805,21.2769,1934.4976,191.65,0.0011525,ml-inference,cloud
2026-08-25T15:24:54.772805,19.5379,1845.76,171.95,0.0010583,ml-inference,cloud
2026-08-25T15:29:54.772805,15.5843,1845.1968,135.34,0.00084415,api-server,cloud
2026-08-25T15:34:54.772805,24.5928,1816.4894,200.9,0.00133211,ml-inference,cloud
2026-08-25T15:39:54.772805,23.9299,1943.2816,200.42,0.0012962,ml-inference,cloud
2026-08-25T15:44:54.772805,22.5189,1877.8753,208.4,0.00121977,ml-inference,cloud
2026-08-25T15:49:54.772805,29.0346,1953.7328,251.92,0.00157271,web-frontend,cloud
2026-08-25T15:54:54.772805,30.3853,1826.4107,271.62,0.00164587,api-server,cloud
2026-08-25T15:59:54.772805,27.6539,2031.3615,225.78,0.00149792,ml-inference,cloud
2026-08-25T16:04:54.772805,33.1309,1895.9266,280.98,0.00179459,web-frontend,cloud
2026-08-25T16:09:54.772805,37.183,1948.0653,350.0,0.00201408,api-server,cloud
2026-08-25T16:14:54.772805,31.8862,2082.2628,266.62,0.00172717,ml-inference,cloud
2026-08-25T16:19:54.772805,37.8885,1945.8417,327.07,0.00205229,api-server,cloud
2026-08-25T16:24:54.772805,38.011,2042.9149,306.68,0.00205893,api-server,cloud
2026-08-25T16:29:54.772805,48.6991,2069.5046,461.94,0.00263787,web-frontend,cloud
2026-08-25T16:34:54.772805,33.8139,2017.5788,289.29,0.00183159,ml-inference,cloud
2026-08-25T16:39:54.772805,45.6584,2184.1325,370.74,0.00247316,api-server,cloud
2026-08-25T16:44:54.772805,43.2455,2210.7512,349.41,0.00234246,web-frontend,cloud
2026-08-25T16:49:54.772805,45.6352,2005.219,381.09,0.00247191,api-server,cloud
2026-08-25T16:54:54.772805,55.1734,2055.1509,457.46,0.00298856,api-server,cloud
2026-08-25T16:59:54.772805,49.0229,2215.9899,394.14,0.00265541,web-frontend,cloud
2026-08-25T17:04:54.772805,59.4638,2097.1218,572.93,0.00322096,api-server,cloud
2026-08-25T17:09:54.772805,50.1207,2171.753,449.79,0.00271487,web-frontend,cloud
2026-08-25T17:14:54.772805,54.6211,2220.8683,449.35,0.00295864,ml-inference,cloud
2026-08-25T17:19:54.772805,52.5203,2272.6304,422.66,0.00284485,api-server,cloud
2026-08-25T17:24:54.772805,52.9149,2229.6458,459.01,0.00286622,ml-inference,cloud
2026-08-25T17:29:54.772805,57.0459,2265.4001,470.17,0.00308999,ml-inference,cloud
2026-08-25T17:34:54.772805,56.7035,2224.7409,478.85,0.00307144,api-server,cloud
2026-08-25T17:39:54.772805,59.5967,2372.0663,490.99,0.00322815,web-frontend,cloud
2026-08-25T17:44:54.772805,51.2305,2272.2999,416.23,0.00277499,api-server,cloud
2026-08-25T17:49:54.772805,68.4317,2340.1136,583.46,0.00370672,api-server,cloud
2026-08-25T17:54:54.772805,60.429,2299.7071,561.92,0.00327324,web-frontend,cloud
2026-08-25T17:59:54.772805,68.6449,2353.0333,554.75,0.00371827,web-frontend,cloud
2026-08-25T18:04:54.772805,58.1197,2348.9234,480.98,0.00314815,api-server,cloud
2026-08-25T18:09:54.772805,63.6898,2362.4117,519.2,0.00344986,web-frontend,cloud
2026-08-25T18:14:54.772805,75.4459,2320.7031,654.55,0.00408665,ml-inference,cloud
2026-08-25T18:19:54.772805,59.4676,2448.9697,489.94,0.00322116,web-frontend,cloud
2026-08-25T18:24:54.772805,57.0188,2500.5374,498.44,0.00308852,ml-inference,cloud
2026-08-25T18:29:54.772805,60.7604,2437.2519,525.99,0.00329119,ml-inference,cloud
2026-08-25T18:34:54.772805,64.6761,2479.8114,523.87,0.00350329,ml-inference,cloud
2026-08-25T18:39:54.772805,65.293,2497.4177,553.56,0.0035367,web-frontend,cloud
2026-08-25T18:44:54.772805,67.3096,2513.588,549.2,0.00364594,web-frontend,cloud
2026-08-25T18:49:54.772805,60.6452,2483.5923,539.6,0.00328495,api-server,cloud
2026-08-25T18:54:54.772805,54.688,2487.2969,451.68,0.00296227,web-frontend,cloud
2026-08-25T18:59:54.772805,58.6817,2538.088,503.81,0.00317859,web-frontend,cloud
2026-08-25T19:04:54.772805,64.6115,2495.8103,523.54,0.00349979,ml-inference,cloud
2026-08-25T19:09:54.772805,60.6494,2437.2129,492.29,0.00328518,web-frontend,cloud
2026-08-25T19:14:54.772805,50.0061,2508.7251,417.73,0.00270866,web-frontend,cloud
2026-08-25T19:19:54.772805,56.6558,2393.5037,589.54,0.00306886,ml-inference,cloud
2026-08-25T19:24:54.772805,61.2703,2520.6487,503.62,0.00331881,web-frontend,cloud
2026-08-25T19:29:54.772805,62.9898,2553.6397,507.14,0.00341195,ml-inference,cloud
2026-08-25T19:34:54.772805,55.4658,2611.931,459.2,0.0030044,web-frontend,cloud
2026-08-25T19:39:54.772805,53.1265,2547.6352,433.48,0.00287769,web-frontend,cloud
2026-08-25T19:44:54.772805,45.5392,2601.955,380.37,0.00246671,api-server,cloud
2026-08-25T19:49:54.772805,45.6842,2546.5906,381.15,0.00247456,web-frontend,cloud
2026-08-25T19:54:54.772805,47.7547,2484.6596,394.19,0.00258671,ml-inference,cloud
2026-08-25T19:59:54.772805,48.0488,2462.8331,392.16,0.00260264,web-frontend,cloud
2026-08-25T20:04:54.772805,46.7912,2493.5568,378.51,0.00253452,api-server,cloud
2026-08-25T20:09:54.772805,40.9644,2470.1011,351.63,0.0022189,web-frontend,cloud
2026-08-25T20:14:54.772805,36.6554,2599.4611,310.21,0.0019855,web-frontend,cloud
2026-08-25T20:19:54.772805,36.524,2546.4385,297.51,0.00197838,ml-inference,cloud
2026-08-25T20:24:54.772805,33.3721,2596.5002,296.86,0.00180766,api-server,cloud
2026-08-25T20:29:54.772805,38.9386,2564.4255,312.4,0.00210917,web-frontend,cloud
2026-08-25T20:34:54.772805,25.4877,2625.7229,231.21,0.00138058,web-frontend,cloud
2026-08-25T20:39:54.772805,31.7896,2625.3869,278.75,0.00172194,ml-inference,cloud
2026-08-25T20:44:54.772805,33.329,2514.3181,300.0,0.00180532,web-frontend,cloud
2026-08-25T20:49:54.772805,36.0521,2535.6052,298.17,0.00195282,web-frontend,cloud
2026-08-25T20:54:54.772805,28.7181,2516.061,251.54,0.00155556,web-frontend,cloud
2026-08-25T20:59:54.772805,30.9479,2442.861,281.96,0.00167634,api-server,cloud
2026-08-25T21:04:54.772805,23.904,2585.7679,270.31,0.0012948,web-frontend,cloud
2026-08-25T21:09:54.772805,21.1331,2614.0363,182.74,0.00114471,ml-inference,cloud
2026-08-25T21:14:54.772805,20.0834,2532.4168,161.42,0.00108785,api-server,cloud
2026-08-25T21:19:54.772805,27.6257,2495.6195,234.96,0.00149639,web-frontend,cloud
2026-08-25T21:24:54.772805,24.2992,2590.8442,212.23,0.00131621,web-frontend,cloud
2026-08-25T21:29:54.772805,21.1536,2364.2847,209.99,0.00114582,api-server,cloud
2026-08-25T21:34:54.772805,31.4872,2518.5573,293.36,0.00170556,web-frontend,cloud
2026-08-25T21:39:54.772805,17.0839,2508.7139,148.28,0.00092538,web-frontend,cloud
2026-08-25T21:44:54.772805,18.8308,2454.8702,165.58,0.00102,ml-inference,cloud
2026-08-25T21:49:54.772805,16.8085,2571.8523,146.68,0.00091046,api-server,cloud
2026-08-25T21:54:54.772805,14.0155,2535.8395,137.76,0.00075917,ml-inference,cloud
2026-08-25T21:59:54.772805,23.5914,2447.4634,199.28,0.00127787,web-frontend,cloud
2026-08-25T22:04:54.772805,19.8783,2448.6484,180.3,0.00107674,ml-inference,cloud
2026-08-25T22:09:54.772805,7.8824,2418.9478,66.41,0.00042696,web-frontend,cloud
2026-08-25T22:14:54.772805,11.6145,2400.1663,105.59,0.00062912,api-server,cloud
2026-08-25T22:19:54.772805,14.7669,2337.9656,187.74,0.00079987,api-server,cloud
2026-08-25T22:24:54.772805,16.1327,2498.3554,137.33,0.00087385,api-server,cloud
2026-08-25T22:29:54.772805,7.6597,2463.7913,84.88,0.0004149,ml-inference,cloud
2026-08-25T22:34:54.772805,4.1916,2436.6677,54.52,0.00022704,ml-inference,cloud
2026-08-25T22:39:54.772805,5.8549,2302.7719,85.02,0.00031714,web-frontend,cloud
2026-08-25T22:44:54.772805,13.5674,2492.8599,146.8,0.0007349,api-server,cloud
2026-08-25T22:49:54.772805,13.9139,2472.9592,150.54,0.00075367,ml-inference,cloud
2026-08-25T22:54:54.772805,16.2839,2344.4876,139.83,0.00088204,web-frontend,cloud
2026-08-25T22:59:54.772805,12.4995,2260.5006,107.61,0.00067706,ml-inference,cloud
2026-08-25T23:04:54.772805,11.4524,2248.5485,116.99,0.00062034,web-frontend,cloud
2026-08-25T23:09:54.772805,9.1211,2316.1422,101.46,0.00049406,ml-inference,cloud
2026-08-25T23:14:54.772805,19.4829,2216.0189,197.04,0.00105532,ml-inference,cloud
2026-08-25T23:19:54.772805,20.6842,2257.1165,166.2,0.00112039,ml-inference,cloud
2026-08-25T23:24:54.772805,24.2943,2313.6072,195.77,0.00131594,api-server,cloud
2026-08-25T23:29:54.772805,24.6795,2131.9153,217.38,0.00133681,api-server,cloud
2026-08-25T23:34:54.772805,22.0181,2340.9436,226.89,0.00119265,ml-inference,cloud
2026-08-25T23:39:54.772805,29.5078,2296.8951,355.31,0.00159834,web-frontend,cloud
2026-08-25T23:44:54.772805,24.9545,2101.3419,227.1,0.0013517,web-frontend,cloud
2026-08-25T23:49:54.772805,24.2994,2073.79,205.78,0.00131622,api-server,cloud
2026-08-25T23:54:54.772805,26.3506,2129.7472,212.88,0.00142732,api-server,cloud
2026-08-25T23:59:54.772805,27.6248,2065.4093,241.09,0.00149634,api-server,cloud
2026-08-26T00:04:54.772805,22.8666,2097.9513,224.14,0.00123861,ml-inference,cloud
2026-08-26T00:09:54.772805,33.748,1932.9889,281.71,0.00182802,web-frontend,cloud
2026-08-26T00:14:54.772805,35.7364,2066.8495,309.57,0.00193572,api-server,cloud
2026-08-26T00:19:54.772805,34.9159,2180.135,326.08,0.00189128,ml-inference,cloud
